raceId,driverId,stop,lap,time_old,duration,milliseconds,year,round,circuitId,name_old,date,time,urlRaces,driverRef,number,code,forename,surname,dob,nationality,urlDrivers,circuitRef,name,location,country,latitude,longitude,altitude,urlCircuits
841,1,1,16,17:28:24,23.227,23227,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
841,808,1,16,17:28:39,24.535,24535,,,nan,,,,,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,,,,,,,,
841,3,1,16,17:29:00,23.716,23716,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
841,155,1,16,17:29:06,24.064,24064,,,nan,,,,,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,,,,,,,,
841,16,1,16,17:29:08,25.978,25978,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
841,15,1,16,17:29:49,24.899,24899,,,nan,,,,,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,,,,,,,,
841,18,1,17,17:30:24,16.867,16867,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
841,153,2,17,17:31:06,24.463,24463,,,nan,,,,,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,,,,,,,,
841,5,1,17,17:31:11,24.865,24865,,,nan,,,,,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,,,,,,,,
841,30,2,17,17:32:08,23.988,23988,,,nan,,,,,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,,,,,,,,
841,10,1,18,17:33:02,23.792,23792,,,nan,,,,,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,,,,,,,,
841,18,2,19,17:33:53,23.303,23303,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
841,815,1,23,17:40:27,23.438,23438,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
841,22,2,23,17:40:45,37.856,37856,,,nan,,,,,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,,,,,,,,
841,17,2,26,17:44:29,22.520,22520,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
841,4,2,27,17:46:04,24.733,24733,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
841,22,3,28,17:49:07,16.892,16892,,,nan,,,,,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,,,,,,,,
841,67,2,29,17:49:47,23.100,23100,,,nan,,,,,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,,,,,,,,
841,2,2,30,17:51:32,25.098,25098,,,nan,,,,,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,,,,,,,,
841,13,2,31,17:52:28,24.500,24500,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
841,155,2,32,17:54:21,24.192,24192,,,nan,,,,,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,,,,,,,,
841,20,2,36,17:59:17,24.036,24036,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
841,1,2,36,17:59:29,23.199,23199,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
841,153,3,35,17:59:45,26.348,26348,,,nan,,,,,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,,,,,,,,
841,808,2,36,17:59:47,25.683,25683,,,nan,,,,,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,,,,,,,,
841,814,2,36,18:00:48,24.332,24332,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
841,18,3,37,18:01:49,22.681,22681,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
841,16,2,37,18:02:15,23.871,23871,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
841,15,2,37,18:03:55,24.848,24848,,,nan,,,,,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,,,,,,,,
841,816,2,38,18:06:53,26.446,26446,,,nan,,,,,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio,,,,,,,,
841,17,3,41,18:07:37,26.230,26230,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
841,22,4,40,18:08:03,26.309,26309,,,nan,,,,,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,,,,,,,,
841,4,3,42,18:09:08,24.181,24181,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
841,13,3,48,18:18:54,24.095,24095,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
842,16,1,3,16:09:07,31.694,31694,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
842,22,1,3,16:10:04,32.978,32978,,,nan,,,,,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,,,,,,,,
842,17,1,10,16:21:21,22.572,22572,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
842,814,1,11,16:23:16,22.773,22773,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
842,1,1,12,16:24:40,22.552,22552,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
842,20,1,13,16:26:17,23.019,23019,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
842,2,1,13,16:26:28,23.900,23900,,,nan,,,,,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,,,,,,,,
842,18,1,13,16:26:29,22.400,22400,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
842,13,1,13,16:26:30,29.224,29224,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
842,15,1,13,16:27:03,25.516,25516,,,nan,,,,,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,,,,,,,,
842,4,1,14,16:28:15,23.152,23152,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
842,30,1,14,16:28:34,22.576,22576,,,nan,,,,,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,,,,,,,,
842,808,1,15,16:30:10,23.182,23182,,,nan,,,,,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,,,,,,,,
842,67,1,15,16:30:23,23.280,23280,,,nan,,,,,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,,,,,,,,
842,3,1,15,16:30:37,24.967,24967,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
842,5,1,15,16:30:37,29.084,29084,,,nan,,,,,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,,,,,,,,
842,153,1,16,16:32:25,23.584,23584,,,nan,,,,,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,,,,,,,,
842,16,2,16,16:32:31,22.046,22046,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
842,155,1,17,16:33:53,23.280,23280,,,nan,,,,,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,,,,,,,,
842,815,1,17,16:34:14,23.597,23597,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
842,10,1,17,16:34:28,24.617,24617,,,nan,,,,,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,,,,,,,,
842,816,1,17,16:34:39,26.252,26252,,,nan,,,,,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio,,,,,,,,
842,24,1,17,16:34:56,27.815,27815,,,nan,,,,,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,,,,,,,,
842,22,2,17,16:35:41,24.502,24502,,,nan,,,,,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,,,,,,,,
842,67,2,20,16:39:30,29.843,29843,,,nan,,,,,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,,,,,,,,
842,17,2,22,16:42:37,21.991,21991,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
842,18,2,23,16:44:11,22.471,22471,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
842,1,2,24,16:45:48,22.611,22611,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
842,814,2,24,16:46:20,22.419,22419,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
842,20,2,25,16:47:27,21.893,21893,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
842,4,2,26,16:49:19,23.894,23894,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
842,2,2,26,16:49:31,23.221,23221,,,nan,,,,,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,,,,,,,,
842,13,2,27,16:51:17,22.541,22541,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
842,808,2,27,16:51:25,22.680,22680,,,nan,,,,,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,,,,,,,,
842,30,2,28,16:53:26,22.261,22261,,,nan,,,,,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,,,,,,,,
842,3,2,29,16:55:28,22.577,22577,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
842,17,3,32,17:00:01,22.069,22069,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
842,153,2,32,17:00:55,22.888,22888,,,nan,,,,,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,,,,,,,,
842,16,3,32,17:00:56,22.550,22550,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
842,67,3,32,17:01:03,27.439,27439,,,nan,,,,,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,,,,,,,,
842,5,2,34,17:04:41,23.336,23336,,,nan,,,,,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,,,,,,,,
842,10,2,34,17:05:19,24.429,24429,,,nan,,,,,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,,,,,,,,
842,816,2,35,17:07:20,24.416,24416,,,nan,,,,,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio,,,,,,,,
842,155,2,36,17:07:26,23.442,23442,,,nan,,,,,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,,,,,,,,
842,1,3,37,17:08:28,25.382,25382,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
842,814,3,37,17:09:21,23.977,23977,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
842,18,3,38,17:10:13,22.483,22483,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
842,13,3,38,17:10:28,22.893,22893,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
842,2,3,39,17:12:09,22.602,22602,,,nan,,,,,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,,,,,,,,
842,24,2,38,17:13:32,26.554,26554,,,nan,,,,,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,,,,,,,,
842,3,3,40,17:15:05,22.526,22526,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
842,20,3,41,17:15:08,22.313,22313,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
842,4,3,41,17:15:25,23.812,23812,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
842,30,3,42,17:18:08,22.227,22227,,,nan,,,,,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,,,,,,,,
842,17,4,43,17:19:10,22.161,22161,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
842,808,3,44,17:21:08,28.694,28694,,,nan,,,,,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,,,,,,,,
842,4,4,46,17:24:24,27.182,27182,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
842,24,3,44,17:25:07,38.823,38823,,,nan,,,,,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,,,,,,,,
842,1,4,52,17:34:48,22.466,22466,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
843,153,1,9,15:19:36,22.419,22419,,,nan,,,,,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,,,,,,,,
843,24,1,9,15:20:00,14.160,14160,,,nan,,,,,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,,,,,,,,
843,30,1,10,15:21:12,20.522,20522,,,nan,,,,,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,,,,,,,,
843,17,1,10,15:21:27,23.442,23442,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
843,813,1,10,15:21:35,23.160,23160,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
843,814,1,11,15:22:57,21.989,21989,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
843,3,1,12,15:24:32,20.771,20771,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
843,67,1,12,15:24:56,22.010,22010,,,nan,,,,,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,,,,,,,,
843,18,1,14,15:27:59,23.779,23779,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
843,20,1,14,15:28:00,21.995,21995,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
843,155,1,14,15:28:17,21.855,21855,,,nan,,,,,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,,,,,,,,
843,13,1,15,15:29:47,21.624,21624,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
843,1,1,15,15:29:49,20.878,20878,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
843,16,1,15,15:30:01,20.989,20989,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
843,4,1,16,15:31:34,22.524,22524,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
843,815,1,16,15:31:55,21.473,21473,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
843,22,1,16,15:32:01,21.709,21709,,,nan,,,,,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,,,,,,,,
843,67,2,16,15:32:19,24.722,24722,,,nan,,,,,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,,,,,,,,
843,10,1,16,15:32:33,22.683,22683,,,nan,,,,,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,,,,,,,,
843,808,1,17,15:33:36,21.981,21981,,,nan,,,,,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,,,,,,,,
843,2,1,18,15:35:28,22.216,22216,,,nan,,,,,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,,,,,,,,
843,5,1,19,15:37:31,22.485,22485,,,nan,,,,,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,,,,,,,,
843,15,1,20,15:39:24,23.029,23029,,,nan,,,,,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,,,,,,,,
843,816,1,20,15:39:50,22.901,22901,,,nan,,,,,ambrosio,\N,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio,,,,,,,,
843,24,2,21,15:42:05,24.467,24467,,,nan,,,,,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,,,,,,,,
843,39,1,23,15:45:28,26.049,26049,,,nan,,,,,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan,,,,,,,,
843,18,2,24,15:45:35,20.758,20758,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
843,3,2,25,15:47:13,22.005,22005,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
843,1,2,25,15:47:20,20.533,20533,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
843,17,2,25,15:47:44,21.132,21132,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
843,813,2,25,15:48:09,22.062,22062,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
843,30,2,26,15:49:15,21.964,21964,,,nan,,,,,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,,,,,,,,
843,10,2,28,15:54:22,21.908,21908,,,nan,,,,,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,,,,,,,,
843,16,2,30,15:56:26,21.058,21058,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
843,155,2,30,15:56:28,21.936,21936,,,nan,,,,,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,,,,,,,,
843,2,2,30,15:56:29,21.821,21821,,,nan,,,,,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,,,,,,,,
